0,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942,2.93942
1,2.93015,2.95617,2.92323,2.93907,2.93133,2.92895,2.96475,2.94756,2.92218,2.94766,2.94533,2.93705,2.92688,2.9392,2.94884,2.90651,2.92849,2.9392,2.94173,2.9357,2.95337,2.96641,2.91851,2.95084,2.92604,2.93317,2.93631,2.91932,2.93002,2.94978,2.92611,2.92168,2.90911,2.90566,2.94667,2.94767,2.94755,2.96613,2.92372,2.90727,2.93882,2.93541,2.93876,2.94989,2.94838,2.94652,2.92651,2.93545,2.94977,2.96482,2.93521,2.98142,2.92539,2.93522,2.96662,2.95941,2.9488,2.94883,2.93957,2.94024,2.97296,2.92504,2.92472,2.95339,2.92529,2.94863,2.93157,2.96678,2.9212,2.92559,2.93944,2.95258,2.93517,2.92246,2.9763,2.93192,2.94872,2.95951,2.93963,2.95184,2.95201,2.94471,2.93767,2.92954,2.9459,2.91341,2.92908,2.94071,2.94856,2.93681,2.96138,2.9356,2.9115,2.91636,2.93027,2.93036,2.94342
2,2.92051,2.97259,2.90683,2.94021,2.92254,2.91944,2.9872,2.9564,2.90776,2.95485,2.95285,2.93455,2.91427,2.93813,2.9568,2.87535,2.91889,2.93827,2.94495,2.93138,2.96702,2.99233,2.89908,2.9623,2.913,2.92829,2.93503,2.89993,2.92037,2.95938,2.91191,2.9038,2.8813,2.87531,2.95317,2.95593,2.95434,2.99334,2.90888,2.87561,2.93914,2.93314,2.93684,2.95796,2.95561,2.95525,2.91484,2.93246,2.96085,2.98787,2.93254,3.02096,2.91145,2.9304,2.9914,2.97769,2.95655,2.95822,2.93888,2.94034,3.00551,2.91044,2.9109,2.96748,2.91082,2.95654,2.92632,2.99172,2.90332,2.91147,2.94142,2.96424,2.93128,2.90717,3.01032,2.92557,2.95787,2.97774,2.93959,2.96542,2.96495,2.95055,2.93605,2.91985,2.95225,2.88943,2.91832,2.94375,2.95558,2.93488,2.98139,2.93164,2.88429,2.89477,2.92105,2.92306,2.94601
3,2.91059,2.98767,2.88999,2.94387,2.91281,2.91142,3.00402,2.96623,2.89857,2.96051,2.96289,2.93199,2.90183,2.9352,2.96228,2.84699,2.91134,2.936,2.94957,2.92626,2.97952,3.01531,2.88219,2.9734,2.90079,2.92573,2.93712,2.88214,2.91057,2.9676,2.89575,2.88574,2.85786,2.85106,2.95874,2.96375,2.95881,3.02094,2.89539,2.84494,2.94085,2.93384,2.93281,2.96176,2.9597,2.96635,2.905,2.93094,2.97275,3.00657,2.93203,3.05584,2.89751,2.92465,3.01115,2.99309,2.96171,2.96769,2.93649,2.93946,3.03534,2.89556,2.89808,2.98145,2.89555,2.96242,2.92554,3.01242,2.88589,2.89705,2.94684,2.97338,2.92769,2.89465,3.03869,2.92101,2.96669,2.99274,2.93825,2.98056,2.9781,2.95669,2.93505,2.90918,2.9578,2.8692,2.90673,2.94974,2.95865,2.93555,2.99783,2.92734,2.85861,2.87562,2.9121,2.91879,2.94636
4,2.90063,3.00035,2.87373,2.94908,2.90222,2.90513,3.01359,2.97708,2.89483,2.9644,2.97457,2.92963,2.88991,2.93072,2.96491,2.82215,2.90622,2.93255,2.9539,2.92029,2.98994,3.0334,2.86863,2.98354,2.89005,2.92617,2.94202,2.86679,2.90128,2.97486,2.87829,2.86864,2.83873,2.83298,2.96347,2.97042,2.96139,3.04677,2.88338,2.81675,2.94416,2.93659,2.92606,2.95983,2.96008,2.9785,2.89732,2.93114,2.98356,3.01923,2.93245,3.08423,2.88453,2.91795,3.02492,3.00481,2.96389,2.97762,2.93264,2.93756,3.06041,2.88123,2.88613,2.99496,2.88068,2.96582,2.92884,3.02748,2.87059,2.88259,2.95487,2.97932,2.92416,2.88563,3.06046,2.91856,2.9752,3.00354,2.93712,2.99545,2.98931,2.96259,2.93526,2.89813,2.96169,2.85228,2.89514,2.95805,2.95634,2.93787,3.0101,2.92334,2.83525,2.85947,2.90384,2.91701,2.94397
5,2.89091,3.00973,2.85985,2.95389,2.891,2.90065,3.01532,2.98878,2.89557,2.96645,2.98634,2.92773,2.87886,2.926,2.96443,2.80128,2.90363,2.92856,2.95527,2.91354,2.99757,3.04494,2.85893,2.99211,2.8813,2.93002,2.94812,2.85455,2.89319,2.98216,2.86099,2.85381,2.82302,2.81964,2.96748,2.97523,2.96298,3.06809,2.87267,2.7931,2.94909,2.93959,2.91622,2.9512,2.95657,2.98955,2.892,2.9331,2.9907,3.02457,2.9321,3.10474,2.87408,2.91042,3.03295,3.01238,2.96245,2.98841,2.92841,2.93468,3.0788,2.86869,2.87489,3.00769,2.86824,2.96649,2.93465,3.03588,2.85983,2.8685,2.96361,2.9816,2.92033,2.88051,3.07581,2.9183,2.98347,3.00947,2.93725,3.00767,2.99576,2.96762,2.93722,2.88845,2.96305,2.83706,2.88534,2.96742,2.94767,2.93898,3.01829,2.92071,2.81486,2.84663,2.89662,2.91637,2.93854
6,2.88175,3.01521,2.84975,2.95703,2.87956,2.89785,3.00919,3.00105,2.90012,2.96667,2.99715,2.92661,2.869,2.92213,2.96065,2.78458,2.90352,2.92459,2.95199,2.90621,3.00202,3.04898,2.85332,2.99862,2.87496,2.93732,2.95434,2.84599,2.88679,2.99024,2.84495,2.84209,2.81019,2.81008,2.97097,2.9776,2.9642,3.08324,2.86287,2.77564,2.95548,2.94161,2.90318,2.93553,2.94912,2.99805,2.88911,2.93669,2.99252,3.02204,2.93001,3.11661,2.86741,2.90228,3.03571,3.01568,2.95677,3.0005,2.92477,2.93096,3.08916,2.85887,2.86424,3.01939,2.85957,2.96437,2.94182,3.03723,2.8553,2.8554,2.97182,2.98007,2.91582,2.87944,3.08509,2.92012,2.99165,3.0103,2.93955,3.01573,2.99577,2.97117,2.94136,2.88151,2.96121,2.8225,2.87887,2.97707,2.93231,2.93851,3.02253,2.92044,2.79801,2.83719,2.89076,2.91605,2.92999
7,2.87376,3.01649,2.84418,2.95794,2.86873,2.89645,2.99586,3.01338,2.90816,2.96542,3.00644,2.92687,2.86096,2.91971,2.95359,2.77199,2.90564,2.92118,2.94357,2.89888,3.00327,3.04535,2.85159,3.0027,2.87146,2.94763,2.96025,2.84189,2.88247,2.99949,2.83082,2.83393,2.80008,2.80402,2.97433,2.97706,2.96545,3.09186,2.85327,2.76531,2.96293,2.94205,2.8873,2.9135,2.93795,3.00338,2.88855,2.94158,2.98855,3.01213,2.926,3.12005,2.86517,2.89398,3.03396,3.01513,2.94656,3.01452,2.92231,2.92667,3.09092,2.85231,2.85423,3.02985,2.85534,2.95971,2.94964,3.0319,2.85782,2.84441,2.97894,2.97513,2.91018,2.88212,3.08885,2.92364,3.00014,3.00639,2.94468,3.019,2.98893,2.97271,2.94821,2.87809,2.95579,2.80827,2.8767,2.98671,2.91081,2.93595,3.02304,2.92327,2.7853,2.83095,2.88679,2.91576,2.91868
8,2.86812,3.01342,2.84339,2.95652,2.86015,2.8959,2.97672,3.0249,2.91935,2.96369,3.01393,2.92952,2.856,2.91896,2.94348,2.76307,2.90959,2.91892,2.93039,2.89288,3.00138,3.03453,2.85305,3.00387,2.87155,2.9597,2.96574,2.84356,2.88049,3.01003,2.81904,2.82956,2.79259,2.80152,2.97846,2.97294,2.96701,3.09452,2.84282,2.7625,2.9706,2.94074,2.86965,2.88719,2.92362,3.00547,2.88976,2.94716,2.97912,2.99666,2.92027,3.11656,2.86758,2.88633,3.02891,3.01181,2.93195,3.03174,2.92137,2.92245,3.08418,2.84926,2.84502,3.03891,2.85563,2.95312,2.95755,3.0213,2.8676,2.83756,2.98469,2.96807,2.90294,2.88757,3.08792,2.92791,3.00971,2.99903,2.95308,3.01737,2.97581,2.97158,2.95866,2.87849,2.94672,2.79445,2.87932,2.9962,2.88495,2.93129,3.02024,2.9298,2.77757,2.82715,2.88587,2.91547,2.90586
9,2.86666,3.00573,2.8472,2.95294,2.85592,2.89543,2.95368,3.03483,2.93318,2.96342,3.01948,2.93593,2.85588,2.91975,2.93073,2.75688,2.9149,2.91833,2.91336,2.89012,2.99626,3.01716,2.85667,3.00162,2.87661,2.97127,2.97077,2.85243,2.88096,3.02176,2.80902,2.82906,2.7876,2.80272,2.98488,2.96429,2.96904,3.09241,2.83048,2.76709,2.97701,2.93774,2.85208,2.86018,2.90698,3.00466,2.89144,2.95264,2.96505,2.97858,2.91331,3.10886,2.87449,2.88065,3.02212,3.00748,2.91344,3.05384,2.92203,2.9195,3.06971,2.84983,2.83677,3.04636,2.86013,2.94576,2.96499,3.00775,2.88432,2.8372,2.98893,2.96107,2.89377,2.89393,3.08326,2.93125,3.02157,2.99034,2.96476,3.01104,2.95756,2.96671,2.97369,2.88267,2.93438,2.78123,2.8867,3.00542,2.8576,2.92479,3.01471,2.94052,2.77609,2.82393,2.88957,2.91515,2.89388
